ヘッダー
ファイルバージョン,1.01.01
ソフトウェアバージョン,1.04
ファームウェアバージョン,1.02
FPGAバージョン,1A25
ヘッドセット FPGAバージョン,272B
計測モード,Wireless monitor
計測コントローラ ID,A
計測ID,A20230613210422
計測コメント,tohma_odoball_2
ユーザー情報
ID,
Name,ooshio360
Comment,ooshio360
Age,  1y
Sex,Male
解析情報
Hb移動平均[s],OFF
プローブ情報
プローブモード,(B)2x4
プローブID,PROBE095
mPD反映,X
自動レーザー出力設定方式,Auto（自動）
プローブ調整平均値算出回数,10
外光判定閾値[%],40
アンダー判定閾値[%],30
オーバー判定閾値[%],80
レーザーチャンネル,LD1(705.0),LD1(830.0),LD2(705.0),LD2(830.0),LD3(705.0),LD3(830.0),LD4(705.0),LD4(830.0),LD5(705.0),LD5(830.0),LD6(705.0),LD6(830.0),LD7(705.0),LD7(830.0),LD8(705.0),LD8(830.0)
計測チャンネル,CH1(-.-),CH1(-.-),CH2(-.-),CH2(-.-),CH3(-.-),CH3(-.-),CH4(-.-),CH4(-.-),CH5(-.-),CH5(-.-),CH6(-.-),CH6(-.-),CH7(705.0),CH7(830.0),CH8(705.0),CH8(830.0),CH9(705.0),CH9(830.0),CH10(705.0),CH10(830.0),CH11(705.0),CH11(830.0),CH12(705.0),CH12(830.0),CH13(705.0),CH13(830.0),CH14(705.0),CH14(830.0),CH15(705.0),CH15(830.0),CH16(705.0),CH16(830.0),CH17(-.-),CH17(-.-),CH18(-.-),CH18(-.-),CH19(-.-),CH19(-.-),CH20(-.-),CH20(-.-),CH21(-.-),CH21(-.-),CH22(-.-),CH22(-.-)
除去チャネル,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
故障レーザーチャンネル,-,-,-,-,-,-,-,-,-,-,-,-,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,-,-,-,-
レーザー設定,-,-,-,-,-,-,-,-,-,-,-,-,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力目標値(Po)[mW] - Off,-,-,-,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力目標値(Po)[mW] - Low,-,-,-,-,-,-,-,-,-,-,-,-,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力目標値(Po)[mW] - High,-,-,-,-,-,-,-,-,-,-,-,-,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力設定値(If)[mA],-,-,-,-,-,-,-,-,-,-,-,-,23.17,24.37,23.17,24.37,22.12,24.49,22.12,24.49,21.77,23.76,22.12,24.49,21.77,23.76,21.77,23.76,22.15,23.55,22.15,23.55,-,-,-,-,-,-,-,-,-,-,-,-
レーザー調整係数,8.000,8.000
レーザー調整基準レーザー出力(Po)[mW],4.00,4.00
レーザー調整基準レーザー出力(Vm)[V],0.50,0.50
プローブ調整結果,-,-,-,-,-,-,-,-,Normal,Normal,-,-,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,-,-,Normal,Normal,-,-,-,-,-,-,-,-
計測情報
計測日時,2023/06/13 21:05:07
計測タイプ,Stim
プリスキャン時間[s],10.0
マーク入力タイプ,Manual
マーククラス,A,B,C,D,E,F,G,H,I,J
マーク名称,Stim A,Stim B,Stim C,Stim D,Stim E,Stim F,Stim G,Stim H,Stim I,Stim J
マーク刺激時間[s],15,15,15,15,15,15,15,15,15,15
マーク刺激間隔時間[s],30,30,30,30,30,30,30,30,30,30
マーク繰り返し回数,3



データ
携帯制御ボックス番号69(Total),CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19,CH20,CH21,CH22,Mark,Time,PreScan,HbOffset
356,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.06879653,-0.18330628,0.11808725,0.24513721,0.02742913,0.10719352,0.04855101,0.08850086,0.10189463,0.30077648,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:28.0,0,0
357,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.06773859,0.06168046,0.24074203,0.34967345,0.13306177,0.19081129,0.12150855,0.19095877,0.14236252,0.48693681,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:28.0,0,0
358,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.07423121,0.00155818,0.16939341,0.21691836,0.09734380,0.13802865,0.09553066,0.14016210,0.10313556,0.41150361,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:28.0,0,0
359,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.06559528,-0.11517565,0.02625405,0.06775144,-0.01183843,0.04083513,0.00607196,0.00812219,0.03220861,0.32415035,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:28.0,0,0
360,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.12931456,-0.08273911,0.13916865,0.17822784,0.00395364,0.12452409,0.01373684,0.06361203,0.11185598,0.39363438,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:29.0,0,0
361,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.24376661,0.08016190,0.21277505,0.29609191,0.05682177,0.16265285,0.04390460,0.11202040,0.11044379,0.20991386,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:29.0,0,0
362,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.20056289,0.01471198,0.16078372,0.33700484,0.02206518,0.11704589,0.01742394,0.06075542,0.06184718,0.07404511,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:29.0,0,0
363,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.06531008,-0.13346201,0.03218672,0.25921911,-0.05150332,0.02849371,-0.03575949,-0.03140238,-0.01690089,-0.05611713,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:29.0,0,0
364,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.04606927,-0.02301063,0.18429288,0.32632318,0.04566847,0.14791015,0.03543429,0.11085062,0.10153017,0.18935405,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:29.0,0,0
365,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.11495461,0.05909016,0.21926755,0.29147610,0.08789721,0.16456756,0.06686679,0.13928244,0.11888713,0.32040209,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:30.0,0,0
366,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.09469765,-0.02160984,0.11541213,0.11646149,0.06850221,0.10325210,0.06778671,0.10164925,0.06770095,0.40450385,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:30.0,0,0
367,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.09276831,-0.13160676,-0.02070612,-0.01418230,0.00435301,0.01212605,0.02957914,0.00959641,0.00987330,0.42652518,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:30.0,0,0
368,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.26770017,0.06903944,0.18991880,0.20068391,0.08788206,0.16513075,0.07837099,0.14262670,0.13536984,0.50483054,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:30.0,0,0
369,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.35262924,0.13538626,0.24030438,0.28119484,0.10964475,0.19242522,0.08563299,0.16315916,0.15353535,0.57557780,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:30.0,0,0
370,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.29929367,0.04346726,0.16344768,0.28327185,0.06244341,0.12630743,0.05145875,0.09791155,0.09765597,0.38886386,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:31.0,0,0
371,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.21587396,-0.08661878,0.04120534,0.18602169,-0.02633032,0.04671882,-0.01888568,-0.01180494,0.01954432,0.16952091,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:31.0,0,0
372,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.25373760,0.07783999,0.24740624,0.39748126,0.09160199,0.19501743,0.06539090,0.15812445,0.14066693,0.19391409,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:31.0,0,0
373,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.30115816,0.13296102,0.27846432,0.40036559,0.15664427,0.21408519,0.12407610,0.22924232,0.16212435,0.29568359,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:31.0,0,0
374,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.20190123,0.02553924,0.20415208,0.34143513,0.14183027,0.15800142,0.11925459,0.19685498,0.09895059,0.15064369,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:31.0,0,0
375,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.13789195,-0.09044017,0.10015854,0.16965018,0.09886323,0.06395438,0.10307421,0.13594891,0.03063580,0.08292727,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:32.0,0,0
376,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.27098423,0.12127352,0.30387449,0.37015480,0.22115734,0.22885191,0.19228892,0.30578142,0.16612545,0.33038288,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:32.0,0,0
377,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.32559600,0.14378887,0.28036773,0.32607815,0.23171921,0.22257075,0.19288686,0.30780599,0.16926676,0.41019416,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:32.0,0,0
378,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.29098359,0.04210477,0.16854976,0.21188618,0.16787817,0.15053235,0.15737003,0.22045694,0.11635236,0.46990216,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:32.0,0,0
379,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.23762789,-0.07498971,0.03791481,0.06484858,0.09526554,0.06412828,0.10683946,0.12919363,0.06456782,0.43334332,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:32.0,0,0
380,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.44499812,0.21841198,0.31618086,0.31523827,0.21891655,0.27105835,0.17697263,0.30381986,0.23756458,0.71217465,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:33.0,0,0
381,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.49482319,0.22258341,0.30110240,0.31052455,0.23290813,0.25688723,0.18674475,0.31584448,0.22008649,0.64144433,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:33.0,0,0
382,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.47096053,0.10791662,0.19053069,0.25840077,0.16841982,0.17366987,0.13968743,0.22043577,0.15669136,0.57235116,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:33.0,0,0
383,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.33027181,-0.03763225,0.07757078,0.16970487,0.11125730,0.09584200,0.11163396,0.15584390,0.09983810,0.31517723,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:33.0,0,0
384,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.52526087,0.27402598,0.36305285,0.45441052,0.26147708,0.30129242,0.20482150,0.36022460,0.24446633,0.34064126,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:33.0,0,0
385,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.47548234,0.24104401,0.33772266,0.46147552,0.26130891,0.28057295,0.20319265,0.35215354,0.20596227,0.18515630,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:34.0,0,0
386,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.36991203,0.09639918,0.21227902,0.36191553,0.19752792,0.18453380,0.16834059,0.26082635,0.13436338,0.02437464,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:34.0,0,0
387,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.22967041,-0.05327410,0.08686276,0.23271599,0.12935360,0.09816567,0.12864353,0.17903608,0.07776227,-0.01755917,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:34.0,0,0
388,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.35953128,0.22894146,0.35851684,0.44924182,0.26799214,0.29279453,0.21796797,0.37246400,0.22793151,0.19908103,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:34.0,0,0
389,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.33636209,0.19246013,0.32596508,0.41978118,0.26706609,0.26450485,0.22614692,0.36445886,0.19889776,0.18790638,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:34.0,0,0
390,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.24146271,0.05183687,0.18989405,0.29413128,0.19388826,0.16610396,0.17831540,0.26989192,0.13956502,0.11324863,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:35.0,0,0
391,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.16429816,-0.08421561,0.07368810,0.15770566,0.12513855,0.09576178,0.13618121,0.18810704,0.10979313,0.12000804,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:35.0,0,0
392,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.38007385,0.23591635,0.34192595,0.37557834,0.27875647,0.28980422,0.23701850,0.39131117,0.24894181,0.33072487,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:35.0,0,0
393,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.38425505,0.19157963,0.28045720,0.26236683,0.25323963,0.24743977,0.21549785,0.35254312,0.21877402,0.35610038,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:35.0,0,0
394,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.33847368,0.05771716,0.15162261,0.15953469,0.16482520,0.15263517,0.15478921,0.23520255,0.14490187,0.28173587,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:35.0,0,0
395,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.29770225,-0.07414478,0.01620596,0.01054650,0.07992266,0.05484787,0.09947404,0.13467894,0.08487226,0.25220615,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:36.0,0,0
396,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.52852249,0.25602642,0.31348711,0.20722260,0.22802176,0.26819053,0.19577815,0.33724609,0.24457067,0.51030946,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:36.0,0,0
397,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.55051738,0.22735238,0.26417136,0.14777184,0.22005861,0.22572649,0.19086352,0.31547403,0.21294315,0.44909570,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:36.0,0,0
398,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.49746680,0.07928566,0.13332544,0.04175001,0.14321479,0.13198125,0.13814616,0.20646048,0.11580265,0.23127881,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:36.0,0,0
399,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.43372437,-0.05608106,-0.01579064,-0.07345916,0.06313220,0.02899140,0.08849388,0.10287005,0.03664139,0.12987128,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:36.0,0,0
400,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.55970919,0.20434909,0.25861460,0.14345841,0.19307406,0.21995324,0.16721106,0.29093954,0.19552152,0.31555513,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:37.0,0,0
401,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.57037497,0.20785442,0.25329685,0.16582534,0.18035881,0.20619713,0.15353817,0.27107909,0.18071260,0.35083225,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:37.0,0,0
402,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.48426709,0.06414340,0.11712717,0.04332331,0.10211694,0.10357966,0.09925050,0.16114330,0.09790403,0.16700177,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:37.0,0,0
403,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.38048178,-0.07989965,-0.00747509,-0.02928877,0.01660586,0.01960948,0.03867655,0.05229510,0.00887875,0.00209116,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:37.0,0,0
404,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.46663404,0.11933659,0.19373767,0.14142278,0.08868928,0.16291660,0.07512432,0.16565807,0.14123088,0.09277826,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:37.0,0,0
405,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.47578412,0.11778946,0.23282781,0.18364355,0.09206683,0.15592515,0.07338036,0.15947838,0.13718162,0.02594979,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:38.0,0,0
406,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.37127414,-0.00826721,0.13486935,0.12817320,0.02445306,0.07604328,0.02511223,0.06494144,0.05774973,-0.05170248,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:38.0,0,0
407,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.25328940,-0.15040919,0.00443118,0.05157373,-0.05844260,-0.01945620,-0.03457925,-0.04965866,-0.01487652,-0.17387724,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:38.0,0,0
408,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.18806857,-0.17640570,0.10899518,0.13459569,-0.02282605,0.04904035,-0.00943274,0.03981882,0.07526507,-0.00528210,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:38.0,0,0
409,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.33603331,0.07548892,0.25904793,0.31335929,0.04859125,0.14172836,0.02391126,0.09962744,0.11525908,0.02995410,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:38.0,0,0
410,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.28277388,0.00886500,0.16565381,0.23996717,0.01507708,0.09025844,-0.00144184,0.05511853,0.05883727,-0.02834836,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:39.0,0,0
411,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.22280490,-0.13155037,0.00684714,0.05672773,-0.05592635,-0.01078789,-0.05280140,-0.04750563,-0.02319344,-0.17914315,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:39.0,0,0
412,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.12452710,-0.26440102,-0.14104837,-0.08891583,-0.12921306,-0.10661986,-0.10230437,-0.14586848,-0.09723164,-0.25244990,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:39.0,0,0
413,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.28563449,0.04328370,0.18141621,0.14647156,0.03068091,0.12403211,0.00647139,0.08547970,0.09479802,0.02225733,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:39.0,0,0
414,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.28154740,0.03430546,0.18571995,0.20275888,0.06725703,0.11079782,0.04069155,0.10904477,0.08062992,0.01336311,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:39.0,0,0
415,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.21026522,-0.10485578,0.05071414,0.09165655,0.02157166,0.01407641,0.01325984,0.03274149,0.00077893,-0.06998546,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:40.0,0,0
416,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.11283763,-0.24268201,-0.09726304,-0.07221589,-0.05039757,-0.07688686,-0.02989484,-0.06553157,-0.07791577,-0.14500023,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:40.0,0,0
417,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.05630840,-0.26096472,0.00067304,-0.03561182,-0.01706707,0.00110746,0.00313708,0.02525392,0.02317024,0.01672760,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:40.0,0,0
418,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.23391980,-0.00658347,0.11711507,0.03167080,0.06908114,0.07927054,0.05189168,0.10426284,0.06098475,0.05321598,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:40.0,0,0
419,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.22392964,-0.06101277,0.07518980,0.02461387,0.04800531,0.04356607,0.04079102,0.06362122,0.02132333,0.04821134,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:40.0,0,0
420,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.14950116,-0.19640419,-0.05542082,-0.10000706,-0.01633447,-0.04351931,0.00157827,-0.02369770,-0.05194527,-0.00896403,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:41.0,0,0
421,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.08693019,-0.31116551,-0.19862239,-0.24476619,-0.12334018,-0.14577357,-0.08669183,-0.15642849,-0.12170625,-0.16167903,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:41.0,0,0
422,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.24180475,-0.04579473,0.09229796,0.00666116,0.01971349,0.06614131,0.01325984,0.05026787,0.04670867,0.08465477,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:41.0,0,0
423,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.24675897,-0.05554082,0.08767188,0.00876813,0.04139748,0.05384269,0.03286742,0.05410814,0.02182388,0.00390703,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:41.0,0,0
424,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.16737840,-0.17450349,-0.04587550,-0.14737630,-0.03190953,-0.03307091,-0.01956052,-0.04683203,-0.05083956,-0.11656401,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:41.0,0,0
425,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.09764866,-0.28436756,-0.18864657,-0.27891326,-0.11354475,-0.12373032,-0.07484167,-0.14761247,-0.11665337,-0.19328068,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:42.0,0,0
426,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.17126146,-0.13499852,0.01882111,-0.12327854,-0.01734311,0.03154448,-0.00279495,0.01120281,0.02627304,0.00920253,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:42.0,0,0
427,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.22548838,-0.03570540,0.08477388,-0.06998372,0.02858201,0.06736801,0.02367663,0.05488419,0.04532452,0.05581997,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:42.0,0,0
428,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.20388590,-0.09851850,0.02089966,-0.08037446,0.00666964,0.01665292,0.01504542,0.01283482,-0.00230585,0.02970925,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:42.0,0,0
429,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.11430039,-0.22981524,-0.09334548,-0.11544299,-0.03967957,-0.06003952,-0.00586370,-0.05146477,-0.07166491,-0.04301133,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:42.0,0,0
430,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02123250,-0.35239142,-0.19545138,-0.22993797,-0.11596925,-0.13300370,-0.05918875,-0.13515866,-0.09727080,-0.09552625,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:43.0,0,0
431,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.20591354,-0.03073184,0.10612948,0.01116239,0.04926844,0.08424515,0.05031458,0.08966032,0.05101394,0.12019903,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:43.0,0,0
432,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.20236751,-0.06046769,0.07468165,-0.01526524,0.03905969,0.05542663,0.04095713,0.06524752,0.03165383,0.16688496,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:43.0,0,0
433,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.12695685,-0.19558361,-0.05703804,-0.12574345,-0.01984971,-0.03688147,0.00488685,-0.01947573,-0.04479057,0.05022889,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:43.0,0,0
