ヘッダー
ファイルバージョン,1.01.01
ソフトウェアバージョン,1.04
ファームウェアバージョン,1.02
FPGAバージョン,1A25
ヘッドセット FPGAバージョン,272B
計測モード,Wireless monitor
計測コントローラ ID,A
計測ID,A20230613212349
計測コメント,tohma_odoball_2
ユーザー情報
ID,
Name,ooshio360
Comment,ooshio360
Age,  1y
Sex,Male
解析情報
Hb移動平均[s],OFF
プローブ情報
プローブモード,(B)2x4
プローブID,PROBE095
mPD反映,X
自動レーザー出力設定方式,Auto（自動）
プローブ調整平均値算出回数,10
外光判定閾値[%],40
アンダー判定閾値[%],30
オーバー判定閾値[%],80
レーザーチャンネル,LD1(705.0),LD1(830.0),LD2(705.0),LD2(830.0),LD3(705.0),LD3(830.0),LD4(705.0),LD4(830.0),LD5(705.0),LD5(830.0),LD6(705.0),LD6(830.0),LD7(705.0),LD7(830.0),LD8(705.0),LD8(830.0)
計測チャンネル,CH1(-.-),CH1(-.-),CH2(-.-),CH2(-.-),CH3(-.-),CH3(-.-),CH4(-.-),CH4(-.-),CH5(-.-),CH5(-.-),CH6(-.-),CH6(-.-),CH7(705.0),CH7(830.0),CH8(705.0),CH8(830.0),CH9(705.0),CH9(830.0),CH10(705.0),CH10(830.0),CH11(705.0),CH11(830.0),CH12(705.0),CH12(830.0),CH13(705.0),CH13(830.0),CH14(705.0),CH14(830.0),CH15(705.0),CH15(830.0),CH16(705.0),CH16(830.0),CH17(-.-),CH17(-.-),CH18(-.-),CH18(-.-),CH19(-.-),CH19(-.-),CH20(-.-),CH20(-.-),CH21(-.-),CH21(-.-),CH22(-.-),CH22(-.-)
除去チャネル,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
故障レーザーチャンネル,-,-,-,-,-,-,-,-,-,-,-,-,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,-,-,-,-
レーザー設定,-,-,-,-,-,-,-,-,-,-,-,-,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力目標値(Po)[mW] - Off,-,-,-,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力目標値(Po)[mW] - Low,-,-,-,-,-,-,-,-,-,-,-,-,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力目標値(Po)[mW] - High,-,-,-,-,-,-,-,-,-,-,-,-,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力設定値(If)[mA],-,-,-,-,-,-,-,-,-,-,-,-,23.17,24.37,23.17,24.37,22.12,24.49,22.12,24.49,21.77,23.76,22.12,24.49,21.77,23.76,21.77,23.76,22.15,23.55,22.15,23.55,-,-,-,-,-,-,-,-,-,-,-,-
レーザー調整係数,8.000,8.000
レーザー調整基準レーザー出力(Po)[mW],4.00,4.00
レーザー調整基準レーザー出力(Vm)[V],0.50,0.50
プローブ調整結果,-,-,-,-,-,-,-,-,Normal,Normal,-,-,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,-,-,Normal,Normal,-,-,-,-,-,-,-,-
計測情報
計測日時,2023/06/13 21:24:36
計測タイプ,Stim
プリスキャン時間[s],10.0
マーク入力タイプ,Manual
マーククラス,A,B,C,D,E,F,G,H,I,J
マーク名称,Stim A,Stim B,Stim C,Stim D,Stim E,Stim F,Stim G,Stim H,Stim I,Stim J
マーク刺激時間[s],15,15,15,15,15,15,15,15,15,15
マーク刺激間隔時間[s],30,30,30,30,30,30,30,30,30,30
マーク繰り返し回数,3



データ
携帯制御ボックス番号69(Oxy),CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19,CH20,CH21,CH22,Mark,Time,PreScan,HbOffset
355,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.26163146,-0.14632151,-0.12236065,-0.12679191,-0.08563393,-0.07568304,-0.06348489,0.12656476,-0.14552720,0.52344382,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:57.0,0,0
356,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.45661870,0.08482869,0.14622086,0.12356497,0.05755351,0.12443078,0.04909889,0.34312525,0.03136936,0.64635831,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:57.0,0,0
357,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.28242067,0.01871419,0.12225566,0.11887138,0.05712589,0.10326128,0.03876295,0.33065805,0.00806103,0.54658163,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:57.0,0,0
358,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.31654787,-0.05789598,-0.00123564,-0.01190343,0.03157065,0.02032519,0.03485807,0.27640799,-0.08063727,0.38922748,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:57.0,0,0
359,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.23818107,-0.13509597,-0.10653237,-0.12922053,-0.01776237,-0.05802490,-0.00586612,0.21122542,-0.12920423,0.40178633,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:58.0,0,0
360,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.27778009,0.07970372,0.17911860,0.15139015,0.12827978,0.15210585,0.11069722,0.42865160,0.05197187,0.68415236,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:58.0,0,0
361,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.21277761,0.03100708,0.12931642,0.03324218,0.12930605,0.11319963,0.09073576,0.41695982,-0.00178721,0.51649743,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:58.0,0,0
362,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.05226431,-0.09370860,0.01938095,-0.08157406,0.06558669,0.03705162,0.05745197,0.33869579,-0.07576560,0.48704511,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:58.0,0,0
363,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.05568765,-0.14075321,0.01950857,-0.07533717,0.04247080,0.04862618,0.04876349,0.34238392,-0.00982920,0.46344048,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:58.0,0,0
364,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.13367410,0.06446280,0.14738454,0.02941980,0.14857696,0.16626093,0.08953748,0.46572945,0.04308585,0.68650401,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:59.0,0,0
365,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.11326146,-0.01884684,0.06681586,-0.05786409,0.07334988,0.09202458,0.03890993,0.38440585,-0.03509199,0.54400855,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:59.0,0,0
366,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.06504802,-0.09600613,-0.03345693,-0.21544604,0.04678544,0.01751749,-0.01327159,0.33775705,-0.09156663,0.39903650,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:59.0,0,0
367,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.19493371,0.10102984,0.21276075,0.01224526,0.11152793,0.19692343,0.03484094,0.48074064,0.09362148,0.63639450,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:59.0,0,0
368,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.19747920,0.04542623,0.07751474,-0.09946292,0.08766474,0.12297618,0.02017070,0.44436520,0.02853871,0.63119233,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:59.0,0,0
369,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.13022874,-0.04490536,-0.02214562,-0.14700615,0.01374848,0.03807762,-0.02571847,0.34147054,-0.06433043,0.53442985,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:00.0,0,0
370,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.08328681,-0.13006893,-0.09798823,-0.25572675,-0.01918448,-0.02477777,-0.04728974,0.31675056,-0.07163053,0.61713219,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:00.0,0,0
371,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.23038442,0.07875974,0.09507387,-0.07187005,0.11050954,0.13326237,0.06330319,0.49875799,0.02931034,0.77179557,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:00.0,0,0
372,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.16844212,0.01885707,0.04004916,-0.08616428,0.09360910,0.08251560,0.04176722,0.46829107,-0.03881196,0.68886948,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:00.0,0,0
373,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.10860778,-0.09049328,-0.10064089,-0.21151593,0.00204567,-0.01699294,-0.01323266,0.33996168,-0.11952059,0.55692738,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:00.0,0,0
374,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.29373792,0.15547796,0.16422591,0.03007183,0.11952648,0.18585187,0.05713924,0.52623701,0.06741960,0.79173905,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:01.0,0,0
375,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.14958684,0.05847088,0.09905393,0.02352558,0.10540637,0.13307771,0.05535854,0.49708837,0.01910253,0.61686289,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:01.0,0,0
376,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.08280680,-0.03619091,-0.00995126,-0.05711252,0.04281485,0.05455614,-0.00057421,0.39430153,-0.07351570,0.41241518,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:01.0,0,0
377,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.21552913,0.06309060,0.17637891,0.08709780,0.10818407,0.20355326,0.04684820,0.51807022,0.09584848,0.52186972,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:01.0,0,0
378,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.35976636,0.14817037,0.15870196,0.11995729,0.13174422,0.19108409,0.06307926,0.50706244,0.05999917,0.48860177,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:01.0,0,0
379,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.32528225,0.05118782,0.09290211,0.12333383,0.09855910,0.13655460,0.04267889,0.43006685,0.00307303,0.48742327,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:02.0,0,0
380,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.22331506,-0.05444702,0.03329780,0.01364929,0.05415365,0.09929736,0.01194552,0.38883260,0.04233728,0.59110540,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:02.0,0,0
381,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.49878481,0.26186275,0.27710268,0.27043504,0.19397089,0.29610786,0.10388101,0.56586480,0.16957319,0.83391100,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:02.0,0,0
382,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.39515358,0.15169528,0.19312730,0.20396423,0.16382867,0.22961734,0.06596133,0.49844986,0.09565490,0.74399292,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:02.0,0,0
383,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.35006213,0.02671195,0.03479851,0.06150328,0.07021739,0.11846498,-0.00174026,0.35430098,0.00879559,0.75357699,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:02.0,0,0
384,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.66797590,0.32344860,0.33128166,0.39755031,0.20881580,0.34231669,0.10431561,0.56850231,0.22841196,1.13494563,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:03.0,0,0
385,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.62984008,0.25700179,0.27782047,0.36408082,0.21540989,0.29659429,0.09774558,0.54702383,0.19193335,1.21417499,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:03.0,0,0
386,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.57263309,0.14767639,0.16140693,0.22447251,0.15718459,0.21444546,0.06016867,0.44506451,0.09975340,1.18167794,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:03.0,0,0
387,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.57647467,0.05434778,0.02594596,0.10178211,0.05464629,0.11152053,-0.01965327,0.29804948,-0.00333306,1.03791904,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:03.0,0,0
388,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.80343121,0.35470930,0.32975826,0.38347307,0.21578459,0.34432906,0.10125414,0.54659295,0.24649726,1.51782203,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:03.0,0,0
389,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.76696849,0.28176549,0.27071181,0.28594577,0.18377708,0.30436510,0.06371368,0.49162281,0.19455995,1.31564033,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:04.0,0,0
390,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.70475370,0.15255749,0.12392011,0.11049403,0.10557155,0.19398533,0.00581708,0.36433789,0.07892440,1.07875323,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:04.0,0,0
391,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.58792120,0.03553011,-0.01568948,-0.02655904,0.02319515,0.08949428,-0.05217767,0.24986303,-0.02868495,0.86901593,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:04.0,0,0
392,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.71041298,0.31076494,0.28069404,0.22763208,0.17361781,0.31782156,0.06463545,0.48787075,0.19435805,1.10795426,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:04.0,0,0
393,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.70938838,0.24037248,0.20769504,0.15427282,0.16758323,0.25449908,0.04943763,0.46257862,0.14230518,1.01891685,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:04.0,0,0
394,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.64170271,0.12942530,0.06897281,-0.02414271,0.11805484,0.15271556,0.01982182,0.38198975,0.03791507,0.92951852,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:05.0,0,0
395,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.41975367,-0.01137483,-0.08475292,-0.24060878,0.04331132,0.04428501,-0.03650872,0.27676892,-0.06079303,0.77190077,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:05.0,0,0
396,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.40853894,0.09572697,0.15638892,-0.05154232,0.16238530,0.22588995,0.06019200,0.49810818,0.14879510,0.99461424,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:05.0,0,0
397,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.58581251,0.19093136,0.10976634,-0.09789934,0.17099774,0.18323021,0.06526329,0.48194602,0.07484259,0.85050684,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:05.0,0,0
398,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.51504803,0.09116929,0.01505701,-0.20868418,0.14098033,0.10512041,0.05144591,0.42973152,-0.01314496,0.70017219,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:05.0,0,0
399,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.26858962,-0.05843636,-0.11766838,-0.33320370,0.06070102,-0.00073599,-0.00878378,0.31435126,-0.12063620,0.44953150,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:06.0,0,0
400,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.06903051,-0.15837230,-0.06491323,-0.32180041,0.07536750,0.03217660,0.01875381,0.39711553,0.00331885,0.58999872,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:06.0,0,0
401,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.25857753,0.09062205,0.01237489,-0.11578675,0.12242547,0.27704701,-0.32549170,0.39394552,0.09482087,0.40818265,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:06.0,0,0
402,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.25113088,0.00747626,-0.02060554,-0.17000799,0.05575122,0.13064967,-0.07001144,0.34095570,-0.04783309,0.36813852,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:06.0,0,0
403,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.25820222,-0.09573878,-0.15315053,-0.23358339,-0.02604996,0.07832135,-0.18549825,0.17308509,-0.13842440,0.17645875,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:06.0,0,0
404,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.36160123,-0.03730631,0.06372698,-0.03724155,0.01766062,0.21038833,-0.09157008,0.34684470,0.06974707,0.46516091,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:07.0,0,0
405,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.55759370,0.08127160,0.03749906,-0.04428951,0.03355628,0.19706784,-0.06767438,0.32781374,0.01097851,0.30793381,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:07.0,0,0
406,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.57900333,0.02031020,-0.04751052,-0.09774501,-0.04177705,0.12893023,-0.12923986,0.21598119,-0.06460443,0.17911454,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:07.0,0,0
407,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.56822848,-0.08539400,-0.20081639,-0.28352472,-0.12767905,0.01239050,-0.19444741,0.09004963,-0.16620503,0.20724556,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:07.0,0,0
408,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.66057557,0.00739089,0.03908578,-0.15959269,-0.05838805,0.19805458,-0.13549757,0.26207083,0.06825956,0.61344779,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:07.0,0,0
409,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.78770310,0.10123433,-0.01002334,-0.24741016,-0.06406683,0.16910326,-0.12724291,0.21477488,0.00270731,0.46174183,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:08.0,0,0
410,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.80574757,0.03489248,-0.11430678,-0.40181732,-0.11230685,0.09620412,-0.16491580,0.12373322,-0.06824471,0.40587547,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:08.0,0,0
411,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.70695430,-0.08285800,-0.25246513,-0.53817880,-0.18518861,-0.00763923,-0.20910151,0.01414564,-0.16118851,0.43154505,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:08.0,0,0
412,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.62148637,-0.09206273,-0.07576044,-0.44341943,-0.11552560,0.11826290,-0.14828773,0.18288767,0.04466599,0.99021375,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:08.0,0,0
413,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.67971903,0.07072088,-0.03036724,-0.39527205,-0.04336028,0.15357114,-0.08139462,0.23087309,0.00740140,0.95444679,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:08.0,0,0
414,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.56483632,-0.00616985,-0.12001416,-0.47306207,-0.02998220,0.09392002,-0.06124538,0.21901919,-0.04894408,0.87062287,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:09.0,0,0
415,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.43170023,-0.12467602,-0.25179967,-0.59710795,-0.07968821,-0.01279163,-0.08790486,0.14329363,-0.15531474,0.70012224,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:09.0,0,0
416,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.30259177,-0.22347131,-0.27874848,-0.63438982,-0.09330786,-0.04514051,-0.08106144,0.16947387,-0.09822135,0.74387896,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:09.0,0,0
417,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.61311346,0.05974004,-0.02840716,-0.39844435,0.07189582,0.15106601,0.05533207,0.37496153,-0.01549781,0.62837285,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:09.0,0,0
418,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.51445776,-0.01294398,-0.10299060,-0.45617154,0.07246879,0.09704521,0.05959197,0.35716125,-0.07784420,0.35299098,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:09.0,0,0
419,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.37578413,-0.13891737,-0.22682208,-0.53912306,0.00857064,-0.00246259,0.02016222,0.26202357,-0.17740409,0.00869580,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:10.0,0,0
420,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.27827609,-0.23603457,-0.35446382,-0.62325531,-0.05378184,-0.10172105,-0.02073102,0.18837224,-0.21961112,-0.14336310,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:10.0,0,0
421,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.34571877,0.00087637,-0.02631062,-0.30867732,0.11723563,0.14749174,0.11055134,0.44218478,-0.03979636,-0.03627371,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:10.0,0,0
422,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.43318394,-0.02617999,-0.07849023,-0.32452565,0.10270486,0.10503625,0.09480052,0.40450886,-0.09602329,-0.25630054,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:10.0,0,0
423,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.34270269,-0.13511403,-0.21377350,-0.42858183,0.03591409,0.00270152,0.04099253,0.29892692,-0.19504787,-0.41558743,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:10.0,0,0
424,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.24321072,-0.21311352,-0.23028405,-0.50920773,0.01029910,-0.00793677,0.02583385,0.31980929,-0.11937179,-0.35083139,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:11.0,0,0
425,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.27738419,-0.01620778,-0.07024028,-0.35687268,0.10896453,0.12050159,0.09038764,0.42853925,-0.08045255,-0.32988572,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:11.0,0,0
426,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.27672654,-0.06330812,-0.12996916,-0.39111212,0.07288475,0.07235702,0.06256408,0.37005824,-0.12614244,-0.34412539,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:11.0,0,0
427,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.24007452,-0.16079533,-0.19699982,-0.36778396,-0.02188200,-0.00190888,-0.02008250,0.24659681,-0.19287901,-0.34997049,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:11.0,0,0
428,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.37661481,0.01627574,0.04621025,-0.18120299,0.11260622,0.20455366,0.08466256,0.46101126,0.00330223,-0.11644132,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:11.0,0,0
429,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.36726421,-0.00253442,-0.00243321,-0.17532876,0.09381079,0.15597799,0.07744114,0.40624732,-0.03720398,-0.19426681,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:12.0,0,0
430,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.41193751,-0.05393048,-0.09882069,-0.26590350,0.04019154,0.08258419,0.02926739,0.31806159,-0.11699825,-0.32496053,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:12.0,0,0
431,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.30212131,-0.14289062,-0.18746299,-0.30557775,-0.02876578,0.01091621,-0.03230346,0.21245700,-0.19255112,-0.44499725,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:12.0,0,0
