ヘッダー
ファイルバージョン,1.01.01
ソフトウェアバージョン,1.04
ファームウェアバージョン,1.02
FPGAバージョン,1A25
ヘッドセット FPGAバージョン,272B
計測モード,Wireless monitor
計測コントローラ ID,A
計測ID,A20230613212009
計測コメント,tohma_odoball_2
ユーザー情報
ID,
Name,ooshio360
Comment,ooshio360
Age,  1y
Sex,Male
解析情報
Hb移動平均[s],OFF
プローブ情報
プローブモード,(B)2x4
プローブID,PROBE095
mPD反映,X
自動レーザー出力設定方式,Auto（自動）
プローブ調整平均値算出回数,10
外光判定閾値[%],40
アンダー判定閾値[%],30
オーバー判定閾値[%],80
レーザーチャンネル,LD1(705.0),LD1(830.0),LD2(705.0),LD2(830.0),LD3(705.0),LD3(830.0),LD4(705.0),LD4(830.0),LD5(705.0),LD5(830.0),LD6(705.0),LD6(830.0),LD7(705.0),LD7(830.0),LD8(705.0),LD8(830.0)
計測チャンネル,CH1(-.-),CH1(-.-),CH2(-.-),CH2(-.-),CH3(-.-),CH3(-.-),CH4(-.-),CH4(-.-),CH5(-.-),CH5(-.-),CH6(-.-),CH6(-.-),CH7(705.0),CH7(830.0),CH8(705.0),CH8(830.0),CH9(705.0),CH9(830.0),CH10(705.0),CH10(830.0),CH11(705.0),CH11(830.0),CH12(705.0),CH12(830.0),CH13(705.0),CH13(830.0),CH14(705.0),CH14(830.0),CH15(705.0),CH15(830.0),CH16(705.0),CH16(830.0),CH17(-.-),CH17(-.-),CH18(-.-),CH18(-.-),CH19(-.-),CH19(-.-),CH20(-.-),CH20(-.-),CH21(-.-),CH21(-.-),CH22(-.-),CH22(-.-)
除去チャネル,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
故障レーザーチャンネル,-,-,-,-,-,-,-,-,-,-,-,-,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,-,-,-,-
レーザー設定,-,-,-,-,-,-,-,-,-,-,-,-,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力目標値(Po)[mW] - Off,-,-,-,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力目標値(Po)[mW] - Low,-,-,-,-,-,-,-,-,-,-,-,-,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力目標値(Po)[mW] - High,-,-,-,-,-,-,-,-,-,-,-,-,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力設定値(If)[mA],-,-,-,-,-,-,-,-,-,-,-,-,23.17,24.37,23.17,24.37,22.12,24.49,22.12,24.49,21.77,23.76,22.12,24.49,21.77,23.76,21.77,23.76,22.15,23.55,22.15,23.55,-,-,-,-,-,-,-,-,-,-,-,-
レーザー調整係数,8.000,8.000
レーザー調整基準レーザー出力(Po)[mW],4.00,4.00
レーザー調整基準レーザー出力(Vm)[V],0.50,0.50
プローブ調整結果,-,-,-,-,-,-,-,-,Normal,Normal,-,-,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,-,-,Normal,Normal,-,-,-,-,-,-,-,-
計測情報
計測日時,2023/06/13 21:20:59
計測タイプ,Stim
プリスキャン時間[s],10.0
マーク入力タイプ,Manual
マーククラス,A,B,C,D,E,F,G,H,I,J
マーク名称,Stim A,Stim B,Stim C,Stim D,Stim E,Stim F,Stim G,Stim H,Stim I,Stim J
マーク刺激時間[s],15,15,15,15,15,15,15,15,15,15
マーク刺激間隔時間[s],30,30,30,30,30,30,30,30,30,30
マーク繰り返し回数,3



データ
携帯制御ボックス番号69(Deoxy),CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19,CH20,CH21,CH22,Mark,Time,PreScan,HbOffset
175,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.01071605,-0.03201681,0.05810576,0.09374879,0.01956199,0.01723444,-0.03579798,0.09124476,0.01977603,0.43459669,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:44.0,0,0
176,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.05196686,-0.01066509,0.07094897,0.11247144,0.01275679,0.02158334,-0.04682141,0.07757995,0.02871026,0.51831299,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:44.0,0,0
177,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.15814653,0.01413369,0.07779166,0.16111551,0.00075027,0.02350940,-0.06071360,0.05567155,0.01868360,0.35315475,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:44.0,0,0
178,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00232378,-0.03383505,0.02768637,0.18611403,-0.02126957,-0.01354089,-0.08046529,0.01431047,-0.03869091,0.11553210,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:44.0,0,0
179,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.04307720,-0.03638384,0.07966664,0.17377558,-0.00667250,0.02648829,-0.06380516,0.05841088,0.00817705,0.15248942,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:45.0,0,0
180,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.03690770,-0.03376941,0.07740912,0.12865332,0.01764949,0.02536901,-0.03860157,0.08616300,0.01799555,0.30326095,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:45.0,0,0
181,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.02184181,-0.03614701,0.06553906,0.12816004,0.01727016,0.01591903,-0.03808640,0.07465044,0.01557137,0.46879846,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:45.0,0,0
182,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.03284418,-0.04481543,-0.01361791,0.04101774,-0.02627059,-0.03701185,-0.07637415,-0.00879719,-0.04421538,0.50461388,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:45.0,0,0
183,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.09253825,-0.01826427,0.07545167,0.14729485,-0.02859543,0.02204849,-0.08055066,0.01202407,0.00812974,0.35277113,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:45.0,0,0
184,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.02618931,-0.02764345,0.09446291,0.18855104,0.00645556,0.03211606,-0.04758114,0.05487933,0.01835909,0.10616801,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:46.0,0,0
185,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.13871512,-0.06087386,0.07077054,0.14119397,0.03449049,0.01884588,-0.01805934,0.09019202,0.00237175,0.07812000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:46.0,0,0
186,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.12808336,-0.06821223,0.00992323,0.04209450,0.03376196,-0.01519489,-0.01626432,0.07381827,-0.04711905,-0.03572239,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:46.0,0,0
187,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.03094860,-0.05552921,0.06037834,0.09479404,0.01458639,0.01513662,-0.03597028,0.06233718,0.00238916,0.27332422,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:46.0,0,0
188,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.06486998,-0.01839023,0.07412573,0.10443183,-0.00837902,0.02328568,-0.06420960,0.03128213,0.02002004,0.39832664,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:46.0,0,0
189,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.15541221,0.00038477,0.07230391,0.12398423,-0.00787610,0.02054979,-0.06027340,0.02884192,0.00836722,0.19143794,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:47.0,0,0
190,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.06396928,-0.02219069,0.04180937,0.05803274,0.01295660,0.00374091,-0.03550671,0.04722954,-0.02113770,-0.02672160,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:47.0,0,0
191,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.01528393,-0.04793859,0.04148861,-0.01813330,0.02192454,0.00920801,-0.02044089,0.06719413,-0.01423420,-0.14691484,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:47.0,0,0
192,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00682064,-0.03614122,0.04339045,-0.05231108,0.04592382,0.01156893,0.00231505,0.09924976,-0.00162414,-0.05712384,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:47.0,0,0
193,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00739625,-0.03798604,0.03696476,-0.07421629,0.03230142,0.01067215,-0.01221306,0.07637946,0.00312929,0.12045916,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:47.0,0,0
194,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.04847318,-0.03430627,0.01190780,-0.06570400,-0.00080241,-0.00974383,-0.05243972,0.02059964,-0.02852750,0.04710342,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:48.0,0,0
195,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.15134077,-0.01841768,0.05006207,0.00663130,-0.00876939,0.01330125,-0.05721115,0.01651865,-0.00765899,0.05961104,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:48.0,0,0
196,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.22050542,0.00820968,0.06568076,0.06976967,0.01738163,0.01840881,-0.03179718,0.04987580,-0.00318423,0.00671668,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:48.0,0,0
197,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.18013301,-0.00387115,0.05550842,0.05396073,0.04983191,0.01460030,0.00388615,0.08790170,-0.01114832,-0.15040420,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:48.0,0,0
198,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.09320334,-0.03294753,-0.00576594,-0.04879089,0.05176868,-0.02138279,0.01163253,0.08047337,-0.05897478,-0.18385428,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:48.0,0,0
199,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.05439740,-0.04858477,0.02790576,-0.10458599,0.06332844,0.00614648,0.02557690,0.10711243,-0.01403896,-0.03380023,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:49.0,0,0
200,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.12469532,-0.02085062,0.03961809,-0.09969236,0.05245961,0.01252645,0.01313578,0.08876281,0.00152539,0.16092992,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:49.0,0,0
201,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.23874097,0.00136522,0.03681223,-0.08234979,0.02194859,0.00972436,-0.02200104,0.04392418,0.00017258,0.15933494,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:49.0,0,0
202,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.24796614,0.00138660,0.01292884,-0.06256528,0.00124364,-0.00950876,-0.04398562,0.00938277,-0.04363182,-0.14849158,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:49.0,0,0
203,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.19225082,-0.01735662,0.04082520,-0.02987630,0.01222430,0.00670424,-0.02928102,0.03457354,-0.03157381,-0.28582379,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:49.0,0,0
204,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.11299662,-0.02253916,0.05116617,-0.02982482,0.05104207,0.01572629,0.00821035,0.08621582,-0.02252290,-0.35491768,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:50.0,0,0
205,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.07826035,-0.02981565,0.04357047,-0.04532705,0.08512660,0.01165169,0.04375063,0.13025561,-0.01935406,-0.22043332,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:50.0,0,0
206,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.09488298,-0.03339088,0.02105940,-0.10535396,0.08148274,-0.00179133,0.03585932,0.12165817,-0.01774372,-0.00260459,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:50.0,0,0
207,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.18147330,-0.03870444,0.01759252,-0.16310534,0.05151683,-0.00255831,0.00804794,0.08893302,-0.01124308,0.16225587,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:50.0,0,0
208,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.31570145,0.01206770,0.03050052,-0.14191569,0.02882908,0.00269598,-0.01766636,0.05598249,0.00577864,0.29801023,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:50.0,0,0
209,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.27098662,0.00842594,0.04136124,-0.09591448,0.01321253,0.00702155,-0.03591099,0.03631593,0.00948721,0.37407127,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:51.0,0,0
210,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.21749689,-0.00680513,0.04491919,-0.00095384,-0.00826134,0.00264728,-0.06105768,0.00889506,-0.00600605,0.17987658,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:51.0,0,0
211,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.15431811,-0.03755451,0.05221273,0.01259435,0.00671441,0.00790871,-0.04019438,0.03537523,-0.01109790,0.04156632,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:51.0,0,0
212,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.14040747,-0.02200806,0.05196220,0.01017996,0.03092170,0.00720854,-0.01628802,0.06929437,-0.01144070,-0.03125549,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:51.0,0,0
213,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.08556959,-0.02785398,0.04090648,-0.05554595,0.07598364,0.00647980,0.03040514,0.11973394,-0.00965959,0.00560210,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:51.0,0,0
214,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.11885475,-0.02719180,0.01848048,-0.11652297,0.04787281,-0.00313284,-0.00322859,0.08509713,-0.00846790,0.12567280,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:52.0,0,0
215,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.11874592,-0.05686918,0.00889822,-0.15796195,0.01869499,-0.01045062,-0.03226680,0.05356872,-0.01118856,0.26385716,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:52.0,0,0
216,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.21013781,-0.00485788,0.02430788,-0.11932722,0.02607595,-0.00330427,-0.02485844,0.06129866,0.00267596,0.35354179,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:52.0,0,0
217,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.23230089,0.00317777,0.04521065,-0.05294760,-0.00547589,0.00681245,-0.06083171,0.02140254,0.00773283,0.30727202,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:52.0,0,0
218,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.23122151,-0.00191363,0.03835838,-0.01768751,-0.02305161,-0.00179572,-0.07987966,0.00158073,-0.00244106,0.14462714,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:52.0,0,0
219,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.12845102,-0.10011973,-0.03522386,-0.04568168,-0.06371046,-0.05925679,-0.10702063,-0.05553642,-0.04955902,-0.00572718,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:53.0,0,0
220,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.17553943,-0.00706309,0.06975542,0.06288979,-0.01582677,0.01482996,-0.06867761,0.01106401,-0.01033548,0.08257702,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:53.0,0,0
221,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.11816964,-0.00684100,0.07225054,0.06615517,0.00238696,0.01555426,-0.05143946,0.03510580,0.00298117,0.15785778,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:53.0,0,0
222,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.12199349,-0.01956096,0.05096180,0.03892320,0.01042387,0.00399080,-0.04300744,0.04854063,0.00069660,0.17059557,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:53.0,0,0
223,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.04534812,-0.07112972,-0.05679298,-0.06150644,-0.01480277,-0.06734736,-0.05927161,-0.00013350,-0.07147036,0.10861787,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:53.0,0,0
224,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.14007807,-0.01902689,0.04969146,-0.01330746,0.02649564,0.00914311,-0.02617210,0.07296055,0.00059429,0.22585252,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:54.0,0,0
225,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.19039948,0.00420716,0.05282618,-0.03732916,0.03102215,0.01181204,-0.02594735,0.07895730,0.00767574,0.28363720,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:54.0,0,0
226,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.19600584,-0.00418441,0.03968503,-0.03108455,0.02052548,0.00219541,-0.03827602,0.06185354,0.00380734,0.33553281,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:54.0,0,0
227,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.18181439,-0.03358783,-0.04112085,-0.08006514,-0.01825571,-0.05323901,-0.06814950,-0.00073503,-0.06014990,0.20472419,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:54.0,0,0
228,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.20390417,-0.00764030,0.05607675,0.00655276,-0.01205703,0.01293990,-0.06700763,0.02471058,0.00267596,0.24435566,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:54.0,0,0
229,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.19238774,0.00240701,0.06571423,0.05922152,-0.01358834,0.01759866,-0.06706170,0.02015682,0.00274311,0.19148795,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:55.0,0,0
230,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.12040386,-0.02150552,0.07839279,0.10390797,-0.02695218,0.01229434,-0.08364595,-0.00044296,-0.00406038,0.17226744,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:55.0,0,0
231,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.06515616,-0.07181673,-0.02283407,0.03167567,-0.04669964,-0.06119543,-0.08800429,-0.03735383,-0.06729838,0.12551078,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:55.0,0,0
232,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.06653412,-0.03155069,0.09010314,0.11195675,-0.00772591,0.01845061,-0.05915521,0.02775725,0.00143564,0.20339160,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:55.0,0,0
233,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.05199581,-0.02367717,0.09989697,0.11749292,0.00231325,0.02552681,-0.04977901,0.04128313,0.00433257,0.18924984,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:55.0,0,0
234,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.04405543,-0.03380086,0.08428979,0.11725744,0.01707475,0.01548332,-0.03638220,0.06141201,0.00251298,0.20101799,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:56.0,0,0
235,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00295366,-0.07152887,-0.01202176,0.02495735,-0.01968010,-0.04862327,-0.06428764,0.01180030,-0.05897493,0.17648447,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:56.0,0,0
236,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02986944,-0.04353309,0.06470046,0.01751400,0.01464416,0.01307429,-0.02938085,0.07564793,0.00639240,0.33189654,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:56.0,0,0
237,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02009473,-0.03954671,0.08808459,0.00201311,0.03787517,0.02349871,-0.00776776,0.10486909,0.02335314,0.41697574,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:56.0,0,0
238,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.03254925,-0.04183115,0.05841562,-0.01769903,0.03411195,0.01191690,-0.01356943,0.09190506,0.01460238,0.47570872,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:56.0,0,0
239,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.03036544,-0.06280848,-0.01840978,-0.05031358,-0.00417786,-0.04016861,-0.04425002,0.02676016,-0.04863576,0.33519593,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:57.0,0,0
240,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.06262995,-0.03871365,0.06977487,0.02477802,0.00508032,0.01767932,-0.03968247,0.05552150,0.01734448,0.56799936,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:57.0,0,0
241,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.05653502,-0.02743517,0.08394897,0.08634841,-0.01016765,0.02906170,-0.06173870,0.03358535,0.01877531,0.51927441,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:57.0,0,0
242,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.03954107,-0.03808515,0.06880358,0.09380534,-0.03902540,0.01910523,-0.09441950,-0.00563769,0.01047182,0.51156914,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:57.0,0,0
243,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.01810394,-0.08992262,-0.02656644,0.05678449,-0.09524550,-0.05237470,-0.14391242,-0.09097849,-0.05377284,0.40941271,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:57.0,0,0
244,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.05733303,-0.02692995,0.09847615,0.19294302,-0.05724446,0.03345377,-0.11363912,-0.02734980,0.01097742,0.48420712,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:58.0,0,0
245,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00710815,-0.03015226,0.10452013,0.21341588,-0.04630331,0.03545648,-0.10425597,-0.01338348,0.01454273,0.42637503,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:58.0,0,0
246,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.07161414,-0.05935469,0.08632293,0.19422323,-0.03517170,0.02325760,-0.09015686,-0.00304880,0.00419583,0.33194610,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:58.0,0,0
247,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.20382057,-0.16078709,-0.03287510,0.07576670,-0.06797998,-0.05742459,-0.10818551,-0.05532895,-0.06147864,0.16541007,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:58.0,0,0
248,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.13367425,-0.06969417,0.09243073,0.14082000,-0.00862056,0.03375604,-0.05735832,0.03914788,0.00083271,0.23878677,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:58.0,0,0
249,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.05291167,-0.04227540,0.09050330,0.10858368,0.03332702,0.03315974,-0.01765516,0.08842739,0.01350156,0.34468475,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:59.0,0,0
250,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.04422079,-0.03361986,0.06826022,0.06849474,0.02544786,0.01988551,-0.02635444,0.07403399,0.00513327,0.30115700,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:59.0,0,0
251,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.02035988,-0.10450296,-0.04182160,-0.02397551,-0.03284298,-0.05902629,-0.07870112,-0.01674595,-0.06388170,0.27977344,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:59.0,0,0
