ヘッダー
ファイルバージョン,1.01.01
ソフトウェアバージョン,1.04
ファームウェアバージョン,1.02
FPGAバージョン,1A25
ヘッドセット FPGAバージョン,272B
計測モード,Wireless monitor
計測コントローラ ID,A
計測ID,A20230613212009
計測コメント,tohma_odoball_2
ユーザー情報
ID,
Name,ooshio360
Comment,ooshio360
Age,  1y
Sex,Male
解析情報
Hb移動平均[s],OFF
プローブ情報
プローブモード,(B)2x4
プローブID,PROBE095
mPD反映,X
自動レーザー出力設定方式,Auto（自動）
プローブ調整平均値算出回数,10
外光判定閾値[%],40
アンダー判定閾値[%],30
オーバー判定閾値[%],80
レーザーチャンネル,LD1(705.0),LD1(830.0),LD2(705.0),LD2(830.0),LD3(705.0),LD3(830.0),LD4(705.0),LD4(830.0),LD5(705.0),LD5(830.0),LD6(705.0),LD6(830.0),LD7(705.0),LD7(830.0),LD8(705.0),LD8(830.0)
計測チャンネル,CH1(-.-),CH1(-.-),CH2(-.-),CH2(-.-),CH3(-.-),CH3(-.-),CH4(-.-),CH4(-.-),CH5(-.-),CH5(-.-),CH6(-.-),CH6(-.-),CH7(705.0),CH7(830.0),CH8(705.0),CH8(830.0),CH9(705.0),CH9(830.0),CH10(705.0),CH10(830.0),CH11(705.0),CH11(830.0),CH12(705.0),CH12(830.0),CH13(705.0),CH13(830.0),CH14(705.0),CH14(830.0),CH15(705.0),CH15(830.0),CH16(705.0),CH16(830.0),CH17(-.-),CH17(-.-),CH18(-.-),CH18(-.-),CH19(-.-),CH19(-.-),CH20(-.-),CH20(-.-),CH21(-.-),CH21(-.-),CH22(-.-),CH22(-.-)
除去チャネル,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
故障レーザーチャンネル,-,-,-,-,-,-,-,-,-,-,-,-,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,-,-,-,-
レーザー設定,-,-,-,-,-,-,-,-,-,-,-,-,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力目標値(Po)[mW] - Off,-,-,-,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力目標値(Po)[mW] - Low,-,-,-,-,-,-,-,-,-,-,-,-,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力目標値(Po)[mW] - High,-,-,-,-,-,-,-,-,-,-,-,-,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力設定値(If)[mA],-,-,-,-,-,-,-,-,-,-,-,-,23.17,24.37,23.17,24.37,22.12,24.49,22.12,24.49,21.77,23.76,22.12,24.49,21.77,23.76,21.77,23.76,22.15,23.55,22.15,23.55,-,-,-,-,-,-,-,-,-,-,-,-
レーザー調整係数,8.000,8.000
レーザー調整基準レーザー出力(Po)[mW],4.00,4.00
レーザー調整基準レーザー出力(Vm)[V],0.50,0.50
プローブ調整結果,-,-,-,-,-,-,-,-,Normal,Normal,-,-,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,-,-,Normal,Normal,-,-,-,-,-,-,-,-
計測情報
計測日時,2023/06/13 21:20:59
計測タイプ,Stim
プリスキャン時間[s],10.0
マーク入力タイプ,Manual
マーククラス,A,B,C,D,E,F,G,H,I,J
マーク名称,Stim A,Stim B,Stim C,Stim D,Stim E,Stim F,Stim G,Stim H,Stim I,Stim J
マーク刺激時間[s],15,15,15,15,15,15,15,15,15,15
マーク刺激間隔時間[s],30,30,30,30,30,30,30,30,30,30
マーク繰り返し回数,3



データ
携帯制御ボックス番号69(Deoxy),CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19,CH20,CH21,CH22,Mark,Time,PreScan,HbOffset
1,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.08364356,-0.01800912,-0.14538389,-0.21675235,0.04906585,-0.07923666,0.05730901,0.03570550,-0.06095326,-0.19974847,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:09.0,0,0
2,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.19861284,0.05137061,-0.02755057,-0.18832543,0.06993520,0.01108349,0.06991368,0.09663457,0.01414540,0.03119653,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:09.0,0,0
3,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.23389333,0.07055406,-0.00332416,-0.10786137,0.06050596,0.01921034,0.05361219,0.07693547,0.02802392,0.11238332,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:09.0,0,0
4,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.12963237,0.04698411,-0.00750425,-0.03533456,0.04020062,0.01525380,0.02929608,0.05001522,0.01275626,0.02143020,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:10.0,0,0
5,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.12203467,0.00477214,-0.11902586,-0.08009502,-0.00475917,-0.06529925,-0.01233014,-0.02957547,-0.06633361,-0.10069795,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:10.0,0,0
6,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.15994160,0.04624837,-0.00037682,0.01393114,0.04917388,0.02786748,0.04494274,0.06300157,0.01893228,0.01849039,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:10.0,0,0
7,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.15293689,0.05560584,0.00842502,-0.01166117,0.08464218,0.02890152,0.07231991,0.11019655,0.00910492,-0.06650343,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:10.0,0,0
8,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.17239232,0.05372004,-0.02335271,-0.06190428,0.10262860,0.01306180,0.09883808,0.13496543,0.01120757,0.06647128,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:10.0,0,0
9,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.08097492,-0.02844717,-0.09557092,-0.19980079,0.05019276,-0.05025136,0.05336554,0.06347124,-0.02328804,0.09863975,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:11.0,0,0
10,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.21433306,0.06366800,0.00319109,-0.11755700,0.07949191,0.00970520,0.07398273,0.10828747,0.00814920,0.19314024,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:11.0,0,0
11,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.30541089,0.08846404,0.03036120,-0.05719443,0.06429003,0.02743214,0.05131441,0.09278441,0.02682065,0.25051242,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:11.0,0,0
12,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.27322292,0.08433890,0.03015449,-0.00066821,0.03852367,0.01152718,0.02050471,0.06675608,0.00838517,0.18346658,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:11.0,0,0
13,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.20180534,0.03312754,0.01746942,0.03760154,0.01392846,0.00629488,-0.01262123,0.04243880,0.00539521,0.18283397,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:11.0,0,0
14,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.25334832,0.06648751,0.04028673,0.05983321,0.04353223,0.01826127,0.00834338,0.07150713,0.01670625,0.11950161,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:12.0,0,0
15,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.22653858,0.06674228,0.03046203,0.06704540,0.07399180,0.01188107,0.06350911,0.12438411,0.00280204,0.15448965,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:12.0,0,0
16,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.13952227,0.04037796,-0.00710186,-0.03779992,0.05572851,-0.01976530,0.02747276,0.08649537,-0.03624999,0.10168670,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:12.0,0,0
17,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.08723842,0.01586394,0.01434796,-0.09145594,0.05243591,-0.00146426,0.03388748,0.10247549,0.00839726,0.24510807,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:12.0,0,0
18,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.09609038,0.02566359,0.01392603,-0.10622562,0.05176175,-0.00084234,0.04571949,0.11030956,0.01068989,0.23211804,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:12.0,0,0
19,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.06853892,0.04261153,0.04090232,-5.17371035,0.05509446,0.00187868,-0.01251565,0.06998064,-0.00632834,0.17058514,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:13.0,0,0
20,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.74298280,0.03424292,0.02598335,0.04339489,0.62849337,-0.00439318,-0.04804160,0.02660272,-0.03165250,0.07562815,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:13.0,0,0
21,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02468960,0.00977000,-1.88281953,-1.66350496,-0.00347124,0.01256242,-0.06972292,0.00984602,-0.00210802,0.12053707,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:13.0,0,0
22,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.01637289,0.00000000,-4.54322100,0.54489475,0.01221750,-0.06031524,0.03393977,-0.00141145,0.10840075,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:13.0,0,0
23,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02389669,0.03735527,0.03716166,0.07039382,0.03754327,0.00993859,-0.00069832,0.09887456,-0.00377050,0.19366743,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:13.0,0,0
24,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02379000,0.00000000,-6.22072268,0.79141939,-0.06273710,0.01045193,0.07115337,-0.05724306,0.23414345,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:14.0,0,0
25,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.04447636,0.03249177,0.02232714,-0.01866948,0.05855510,0.00260640,0.03426447,0.12849368,0.00724823,0.35729277,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:14.0,0,0
26,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.01769763,0.00000000,-6.41095304,0.68144894,0.01069886,-0.00877026,0.09144735,0.01975915,0.43514049,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:14.0,0,0
27,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.09099959,0.03771194,0.03813227,0.07493908,-0.00285504,-0.00042338,-0.05162266,0.03884065,0.00597239,0.48118424,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:14.0,0,0
28,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,4.41418648,0.07872752,0.00000000,-5.79744244,0.72030258,-0.05817212,-0.10878072,-0.04759480,-0.03058280,0.41601971,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:14.0,0,0
29,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.09073066,-0.00435967,-0.04453692,-0.03125085,0.01256670,0.01294942,-0.07745662,0.01655321,-0.00176215,0.39104912,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:15.0,0,0
30,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.11278433,0.01374897,0.07506499,-7.50722456,0.36606768,0.01347635,-0.05852810,0.04666441,0.00805323,0.28424352,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:15.0,0,0
31,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00579418,0.03542140,0.03413835,0.00673755,0.81120539,0.00110884,-0.00444069,0.10528992,0.00186223,0.24105752,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:15.0,0,0
32,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.06016936,-0.03739098,0.03648510,-6.25442362,0.05522520,-0.03537760,-0.01974106,0.06585954,-0.02068872,0.26467925,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:15.0,0,0
33,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00933325,0.02739114,-0.02910440,-0.01171437,0.66457868,0.01017960,-0.05471385,0.05242015,-0.01281426,0.35678953,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:15.0,0,0
34,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.09786015,0.07463812,0.03993451,-7.99240494,0.02228816,0.01240011,-0.07814369,0.00835022,0.00352859,0.47578293,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:16.0,0,0
35,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.09534111,-1.88884377,-1.79680645,0.80138898,-0.01771371,-0.10278756,-0.04452258,-0.01944632,0.41203034,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:16.0,0,0
36,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.12691779,0.01024359,0.07100205,0.18885984,-0.00919367,0.00834040,-0.06949459,0.02132294,-0.01209734,0.38013521,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:16.0,0,0
37,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00072288,0.00000000,-6.51741552,0.77377892,0.01797468,-0.02583810,0.07844644,-0.00514861,0.31898218,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:16.0,0,0
38,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.14940494,0.01148511,0.04667810,0.08813108,0.04779437,-0.00726421,-0.00938950,0.08066216,-0.01698670,0.24549028,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:16.0,0,0
39,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.01886060,0.00000000,-6.34375238,0.86648482,-0.08616253,-0.05592019,0.01818679,-0.07758032,0.18187825,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:17.0,0,0
40,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.01893117,0.04601876,0.03537340,0.00738364,0.05052951,-0.00422289,-0.01464384,0.08170126,-0.03397902,0.26740614,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:17.0,0,0
41,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.06439116,0.00000000,-6.67325783,0.79972786,0.00135787,-0.00080111,0.10018062,-0.01643117,0.25917923,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:17.0,0,0
42,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.02417613,0.06356502,0.00993331,0.06031366,0.03675327,-0.00999822,-0.02941118,0.06610956,-0.03636812,0.06751170,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:17.0,0,0
43,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00311481,-0.00305854,2.15413952,-3.96244431,0.74377716,-0.01277110,-0.03953562,0.05667002,-0.05516756,-0.12824416,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:17.0,0,0
44,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.08551925,0.00727106,-0.02343754,0.00140195,0.70882076,-0.00827384,-0.02683687,0.07433929,-0.03941030,-0.05930284,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:18.0,0,0
45,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.06118581,0.03809414,0.01884576,-6.74365282,0.09296776,-0.00461164,-0.00826063,0.09314048,-0.03024230,0.06154366,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:18.0,0,0
46,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.01157770,0.05392367,-0.03421616,-0.04773933,0.82760632,-0.09179093,-0.04600875,0.01820530,-0.09770931,0.11548138,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:18.0,0,0
47,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.04983380,0.06427197,0.05471062,-5.38569832,0.08985060,-0.00617574,-0.01264244,0.09328435,-0.02456995,0.25677606,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:18.0,0,0
48,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-2.26202941,0.10424839,0.01008161,0.00991819,0.72871751,-0.00471825,-0.03042489,0.08826888,-0.02149277,0.13865769,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:18.0,0,0
49,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.09234174,0.06390695,-0.81511259,-0.72770840,0.08523346,-0.01842852,-0.02085105,0.08852109,-0.04322370,-0.05673803,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:19.0,0,0
50,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.03606797,0.00000000,-4.95734644,0.74067545,-0.01189118,-0.01932942,0.08032197,-0.05375845,-0.22461076,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:19.0,0,0
51,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.06637406,0.03137031,0.05614163,0.13713509,0.07962764,-0.00960143,0.01271486,0.12408905,-0.04223835,-0.18809263,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:19.0,0,0
52,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.06979083,0.00000000,-5.75477934,0.82747436,0.00034368,0.02244605,0.14008556,-0.03888037,-0.09329256,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:19.0,0,0
53,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.07696377,-0.02163802,-0.09262989,-0.02224121,0.04577449,-0.09491511,-0.01069302,0.06435078,-0.10550858,-0.00725223,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:19.0,0,0
54,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.05633978,0.00000000,-5.30456257,0.72646028,-0.00800917,0.00810002,0.12606935,-0.03150673,0.09560845,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:20.0,0,0
55,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.89785540,0.04179437,-0.00095560,-0.14055659,0.06962535,-0.01180781,-0.00453475,0.12019584,-0.02674059,0.05322029,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:20.0,0,0
56,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.54714626,0.24257706,0.00000000,-6.94632435,0.81511402,-0.02222264,-0.01692174,0.10965540,-0.03999392,-0.10753019,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:20.0,0,0
57,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00576173,0.06713643,-0.02769012,-0.04194946,0.57161444,-0.06157856,-0.04299351,0.06173700,-0.07071315,-0.27458534,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:20.0,0,0
58,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.18648341,0.07695597,0.02763680,-5.23946428,0.08309978,-0.00913819,-0.01480745,0.09846079,-0.05667874,-0.33172491,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:20.0,0,0
59,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.08503804,0.06349594,0.03332162,0.03041676,0.73775268,0.00258104,0.00797494,0.13416617,-0.04394713,-0.31621590,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:21.0,0,0
60,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02092399,0.04813524,-0.06080502,-7.26977825,0.09726735,-0.00819283,0.01262351,0.13007995,-0.04568247,-0.27008608,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:21.0,0,0
61,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.25056529,0.09294374,-0.01412609,-0.03480138,0.74632019,-0.02218843,0.02630336,0.13971414,-0.04849203,-0.13191123,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:21.0,0,0
62,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.11446291,0.05289188,-0.02774209,-0.15634021,0.10203084,-0.02141989,0.04938530,0.16390477,-0.03528792,0.07213922,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:21.0,0,0
63,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.18982545,0.08377813,-0.01741817,-0.15908992,0.11543383,-0.01046150,0.06242790,0.18015745,-0.02407515,0.05958978,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:21.0,0,0
64,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.22407913,0.08652363,-0.02953263,-0.09625429,0.08863120,-0.02681032,0.03536750,0.14193776,-0.05725734,-0.09253740,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:22.0,0,0
65,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.18012086,0.06671610,0.00730416,-0.03143989,0.05349237,-0.00270568,-0.00213761,0.11212598,-0.03218963,-0.19408174,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:22.0,0,0
66,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.11257455,0.05993569,0.03924073,0.05085610,0.06391762,0.00127590,0.00870058,0.12929843,-0.03008706,-0.22948365,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:22.0,0,0
67,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.04882789,0.05119905,0.03053066,0.03099164,0.09283204,-0.00361365,0.04298225,0.16722731,-0.02507810,-0.11223247,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:22.0,0,0
68,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.07240514,0.01881136,-0.08750001,-0.13945164,0.07306526,-0.07977594,0.03765746,0.11563800,-0.08961447,-0.06510536,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:22.0,0,0
69,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.18520634,0.06732944,-0.00189214,-0.11771325,0.08900688,-0.00671889,0.04755118,0.15733202,-0.01345054,0.11668244,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:23.0,0,0
70,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.29205981,0.10181093,0.00834626,-0.08917397,0.06114613,-0.00084265,0.01386642,0.12396686,-0.01027268,-0.00015716,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:23.0,0,0
71,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.28153527,0.10193519,0.00713996,-0.02686336,0.04366899,-0.00517553,-0.00413456,0.11165486,-0.02224656,-0.18143114,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:23.0,0,0
72,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.10974202,0.00039945,-0.08496912,-0.06084994,0.00339487,-0.07740002,-0.03720417,0.05452359,-0.07761235,-0.34250942,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:23.0,0,0
73,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.07429655,0.05923829,0.03071676,0.05392073,0.06901764,0.00232064,0.01913540,0.14237179,-0.02479787,-0.05268289,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:23.0,0,0
74,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.07557978,0.06761729,0.03525041,0.03206507,0.06891538,0.00650314,0.01195252,0.13936876,-0.00642328,0.09682244,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:24.0,0,0
75,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.16977185,0.07823093,0.02011347,-0.00630093,0.04710698,-0.00296944,-0.01335802,0.10530771,-0.01021990,0.12473510,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:24.0,0,0
76,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.19369866,0.04002273,0.00461409,-0.01509138,0.00144617,-0.01835713,-0.05205234,0.04969135,-0.02473483,0.03485900,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:24.0,0,0
77,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.17707102,0.08016942,0.03201197,0.05531589,0.01187348,-0.00272270,-0.04393831,0.06779751,-0.02056055,-0.06807579,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:24.0,0,0
