ヘッダー
ファイルバージョン,1.01.01
ソフトウェアバージョン,1.04
ファームウェアバージョン,1.02
FPGAバージョン,1A25
ヘッドセット FPGAバージョン,272B
計測モード,Wireless monitor
計測コントローラ ID,A
計測ID,A20230613213450
計測コメント,tohma_odoball_2
ユーザー情報
ID,
Name,ooshio360
Comment,ooshio360
Age,  1y
Sex,Male
解析情報
Hb移動平均[s],OFF
プローブ情報
プローブモード,(B)2x4
プローブID,PROBE095
mPD反映,X
自動レーザー出力設定方式,Auto（自動）
プローブ調整平均値算出回数,10
外光判定閾値[%],40
アンダー判定閾値[%],30
オーバー判定閾値[%],80
レーザーチャンネル,LD1(705.0),LD1(830.0),LD2(705.0),LD2(830.0),LD3(705.0),LD3(830.0),LD4(705.0),LD4(830.0),LD5(705.0),LD5(830.0),LD6(705.0),LD6(830.0),LD7(705.0),LD7(830.0),LD8(705.0),LD8(830.0)
計測チャンネル,CH1(-.-),CH1(-.-),CH2(-.-),CH2(-.-),CH3(-.-),CH3(-.-),CH4(-.-),CH4(-.-),CH5(-.-),CH5(-.-),CH6(-.-),CH6(-.-),CH7(705.0),CH7(830.0),CH8(705.0),CH8(830.0),CH9(705.0),CH9(830.0),CH10(705.0),CH10(830.0),CH11(705.0),CH11(830.0),CH12(705.0),CH12(830.0),CH13(705.0),CH13(830.0),CH14(705.0),CH14(830.0),CH15(705.0),CH15(830.0),CH16(705.0),CH16(830.0),CH17(-.-),CH17(-.-),CH18(-.-),CH18(-.-),CH19(-.-),CH19(-.-),CH20(-.-),CH20(-.-),CH21(-.-),CH21(-.-),CH22(-.-),CH22(-.-)
除去チャネル,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
故障レーザーチャンネル,-,-,-,-,-,-,-,-,-,-,-,-,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,-,-,-,-
レーザー設定,-,-,-,-,-,-,-,-,-,-,-,-,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力目標値(Po)[mW] - Off,-,-,-,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力目標値(Po)[mW] - Low,-,-,-,-,-,-,-,-,-,-,-,-,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力目標値(Po)[mW] - High,-,-,-,-,-,-,-,-,-,-,-,-,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力設定値(If)[mA],-,-,-,-,-,-,-,-,-,-,-,-,23.17,24.37,23.17,24.37,22.12,24.49,22.12,24.49,21.77,23.76,22.12,24.49,21.77,23.76,21.77,23.76,22.15,23.55,22.15,23.55,-,-,-,-,-,-,-,-,-,-,-,-
レーザー調整係数,8.000,8.000
レーザー調整基準レーザー出力(Po)[mW],4.00,4.00
レーザー調整基準レーザー出力(Vm)[V],0.50,0.50
プローブ調整結果,-,-,-,-,-,-,-,-,Normal,Normal,-,-,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,-,-,Normal,Normal,-,-,-,-,-,-,-,-
計測情報
計測日時,2023/06/13 21:35:36
計測タイプ,Stim
プリスキャン時間[s],10.0
マーク入力タイプ,Manual
マーククラス,A,B,C,D,E,F,G,H,I,J
マーク名称,Stim A,Stim B,Stim C,Stim D,Stim E,Stim F,Stim G,Stim H,Stim I,Stim J
マーク刺激時間[s],15,15,15,15,15,15,15,15,15,15
マーク刺激間隔時間[s],30,30,30,30,30,30,30,30,30,30
マーク繰り返し回数,3



データ
携帯制御ボックス番号69(Deoxy),CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19,CH20,CH21,CH22,Mark,Time,PreScan,HbOffset
355,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.01116871,-0.10219508,-0.13022166,-0.21428742,0.02108453,-0.02623772,-0.05691345,0.03325233,-0.07517064,-0.57785052,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:57.0,0,0
356,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.04078667,-0.01784771,-0.04505891,-0.16967899,0.04687472,0.03499341,-0.04252926,0.07488815,-0.03612018,-0.42416722,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:57.0,0,0
357,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.11561953,-0.00600090,-0.04157368,-0.17059624,0.03951868,0.04138573,-0.04435249,0.06826142,-0.01780053,-0.31267908,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:57.0,0,0
358,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.19683890,0.00391752,-0.07387783,-0.20183417,0.00358075,0.01153183,-0.07387875,0.01600835,-0.06275997,-0.30063981,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:57.0,0,0
359,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.18653099,-0.01269502,-0.04958303,-0.14992046,-0.02349952,0.02569997,-0.10097419,-0.00529872,-0.04223389,-0.34517118,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:58.0,0,0
360,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.17417593,0.01445193,-0.02010555,-0.10326931,-0.01977739,0.03926976,-0.09704418,0.00267405,-0.02899146,-0.42615214,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:58.0,0,0
361,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.12921453,0.00280099,-0.02432285,-0.08941739,0.00849063,0.03842317,-0.07881319,0.02418276,-0.03820610,-0.52770275,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:58.0,0,0
362,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.09286741,-0.08281017,-0.13916834,-0.25856188,-0.01423139,-0.04608286,-0.09179981,-0.01063175,-0.09936833,-0.69173062,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:58.0,0,0
363,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.10093872,-0.00102128,-0.03552113,-0.21094607,0.03927438,0.03449117,-0.06079059,0.07314311,-0.04990543,-0.66218507,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:58.0,0,0
364,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.06156754,-0.00784295,-0.04169321,-0.26769462,0.05723529,0.03404497,-0.04568279,0.09361366,-0.04220481,-0.54727006,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:59.0,0,0
365,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.01978664,-0.03264025,-0.07877891,-0.30334237,0.03864246,0.00718840,-0.04959958,0.07381569,-0.05206957,-0.44511911,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:59.0,0,0
366,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.03054961,-0.05910452,-0.06409795,-0.37650567,0.01819593,0.00122604,-0.08524527,0.04346577,-0.05042145,-0.34328586,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:59.0,0,0
367,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.08994076,-0.00800639,-0.06053830,-0.24811715,-0.00957557,0.01244227,-0.08995394,0.02241388,-0.04018385,-0.28667125,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:59.0,0,0
368,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.14201526,0.00134770,-0.04151561,-0.20202762,-0.02339884,0.02562870,-0.09652235,0.00136619,-0.03128257,-0.28768685,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:59.0,0,0
369,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.20310232,-0.00646539,-0.11506317,-0.22784084,-0.04186808,-0.03099913,-0.10554800,-0.04722995,-0.10277980,-0.41584489,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:00.0,0,0
370,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.22500856,-0.00492783,-0.05801370,-0.21464585,-0.01461315,0.00963067,-0.09522770,0.01521539,-0.05513388,-0.46281883,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:00.0,0,0
371,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.18025747,0.00724505,-0.04218220,-0.19940406,0.03200826,0.02027282,-0.05314510,0.06885591,-0.04618570,-0.43008983,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:00.0,0,0
372,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.12754185,-0.00149757,-0.06408244,-0.22570460,0.05910106,0.01251682,-0.02541114,0.09344612,-0.04649095,-0.30992660,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:00.0,0,0
373,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.01651240,-0.12292892,-0.18277931,-0.33177397,0.00385666,-0.08021741,-0.06046205,0.01289449,-0.10748637,-0.23681884,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:00.0,0,0
374,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.04053773,-0.02315222,-0.02747957,-0.19438291,0.00607286,0.03967239,-0.07774656,0.04924259,-0.03446165,-0.10720403,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:01.0,0,0
375,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.03876070,-0.02469973,-0.03315504,-0.15574172,-0.02995981,0.03462610,-0.09097196,0.00696259,-0.03548210,-0.09709290,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:01.0,0,0
376,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.13102388,-0.00666375,-0.05790059,-0.14446804,-0.06303375,0.01301851,-0.11428643,-0.04069982,-0.04961907,-0.09337219,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:01.0,0,0
377,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.15332539,-0.03282973,-0.04269722,-0.08452192,-0.07927836,0.02083787,-0.13464937,-0.05344186,-0.06489231,-0.13897018,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:01.0,0,0
378,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.07521568,-0.02597039,-0.03964049,-0.09777322,-0.04297033,0.02360410,-0.10237741,-0.00769577,-0.04521671,-0.21701276,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:01.0,0,0
379,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.04186808,-0.04566384,-0.04209737,-0.13820997,-0.01025643,0.02985152,-0.07785752,0.02506573,-0.03909748,-0.32577571,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:02.0,0,0
380,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.10425907,-0.13570800,-0.13740374,-0.24544117,-0.02203865,-0.05036253,-0.08425158,-0.00966990,-0.09757777,-0.36041895,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:02.0,0,0
381,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.02726944,-0.04068816,-0.01201670,-0.15241404,-0.00339465,0.04897634,-0.07661241,0.04090873,-0.03803004,-0.24765056,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:02.0,0,0
382,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.09465229,-0.01082212,-0.00459170,-0.08787080,-0.02319680,0.04768142,-0.09313746,0.00855795,-0.02577171,-0.14330058,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:02.0,0,0
383,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02599335,-0.03078778,-0.04228250,-0.06296415,-0.08530741,0.01408094,-0.13484047,-0.08112175,-0.05827663,-0.10120835,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:02.0,0,0
384,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.09366130,-0.07720925,-0.00821632,-0.02050712,-0.10712910,0.03484190,-0.15730254,-0.08610310,-0.04208485,-0.10422447,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:03.0,0,0
385,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.15308155,-0.07553724,-0.00193808,-0.03630527,-0.04169252,0.03891298,-0.10569689,-0.00958896,-0.02333937,-0.15413573,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:03.0,0,0
386,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.11609359,-0.06234274,-0.02530183,-0.09158066,0.00053298,0.02745652,-0.07131334,0.03074080,-0.02984697,-0.25562897,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:03.0,0,0
387,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.12335726,-0.14647636,-0.14633718,-0.22215053,-0.03086733,-0.05984997,-0.09433419,-0.03454197,-0.09301940,-0.28808209,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:03.0,0,0
388,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.06051429,-0.05063688,0.00719052,-0.10104121,-0.02431674,0.05360129,-0.09263651,0.01152794,-0.02446700,-0.15147427,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:03.0,0,0
389,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.02357416,-0.04144270,0.00024209,-0.05270464,-0.08557323,0.05350861,-0.14112087,-0.06255067,-0.02242045,-0.04131709,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:04.0,0,0
390,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00049073,-0.03795704,-0.01230074,-0.01114025,-0.07995141,0.03870228,-0.13527669,-0.06366211,-0.02803702,-0.01820881,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:04.0,0,0
391,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.12558407,-0.10586704,-0.02906946,0.02120515,-0.07578435,0.02885689,-0.13878803,-0.06870899,-0.05067522,-0.04272212,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:04.0,0,0
392,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.17131399,-0.08307998,-0.01422886,0.02441601,-0.04188165,0.03889216,-0.10943513,-0.02669192,-0.04126781,-0.23007517,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:04.0,0,0
393,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.16218308,-0.07105653,-0.00897808,-0.02264022,-0.03638935,0.03736366,-0.10432997,-0.01540029,-0.03016813,-0.24892665,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:04.0,0,0
394,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.20193401,-0.08437745,-0.02309163,-0.03880059,-0.01573091,0.03691120,-0.09358165,-0.00830539,-0.05725530,-0.19611271,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:05.0,0,0
395,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.14643677,-0.09241424,-0.02028066,-0.09497042,-0.05571418,0.02388776,-0.12620492,-0.04386436,-0.02538300,-0.09090583,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:05.0,0,0
396,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.02357805,-0.04698038,0.01843762,-0.02299872,-0.07517778,0.05141688,-0.14470156,-0.05994045,-0.01078398,-0.13691439,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:05.0,0,0
397,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.01800468,-0.03785715,0.01858258,0.03012276,-0.09569486,0.04737417,-0.15507080,-0.08758619,-0.01432427,-0.12956423,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:05.0,0,0
398,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.17933114,-0.08121432,-0.02423788,-0.00393829,-0.11232550,0.01290652,-0.16522633,-0.13011406,-0.06882457,-0.31881601,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:05.0,0,0
399,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.28538686,-0.10798915,-0.00503318,0.02642228,-0.05419128,0.03040730,-0.13479461,-0.04371481,-0.03396372,-0.31227407,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:06.0,0,0
400,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.31103343,-0.09536695,-0.00364193,-0.01567139,-0.04123159,0.04681562,-0.12193508,-0.02317809,-0.02670429,-0.27354521,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:06.0,0,0
401,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.23787856,-0.08321077,-0.02332012,-0.06088711,-0.01271655,0.04270324,-0.09789401,0.00142915,-0.03521641,-0.22006494,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:06.0,0,0
402,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.19771463,-0.11261619,-0.14960651,-0.20793884,-0.07318588,-0.04906568,-0.14031501,-0.09657773,-0.11114504,-0.37894475,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:06.0,0,0
403,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.11169423,-0.05594101,-0.01738169,-0.08299215,-0.05903386,0.04391135,-0.14111768,-0.03466543,-0.03514082,-0.33677658,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:06.0,0,0
404,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.15537198,-0.06083975,-0.00000637,-0.01161433,-0.06079387,0.04497385,-0.13836488,-0.03708406,-0.02982600,-0.40025035,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:07.0,0,0
405,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.17259164,-0.05555377,-0.00388768,0.06323575,-0.05712029,0.04593368,-0.13422921,-0.03926501,-0.04989882,-0.47442296,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:07.0,0,0
406,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.27590892,-0.15297949,-0.11737760,-0.01914718,-0.06854229,-0.04211394,-0.14216793,-0.07245479,-0.09968991,-0.48142371,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:07.0,0,0
407,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.20860381,-0.06330995,-0.01404513,0.03148855,-0.00920514,0.04216137,-0.11142661,0.01870402,-0.04696587,-0.38641489,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:07.0,0,0
408,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.12192221,-0.06855150,-0.05515316,-0.10241798,0.01818863,0.02728781,-0.06751844,0.04881809,-0.04677706,-0.28557748,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:07.0,0,0
409,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.07339941,-0.05680567,-0.08287416,-0.23550166,0.01931303,0.02516102,-0.08217847,0.03296072,-0.06421345,-0.22157773,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:08.0,0,0
410,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.03513473,-0.07043008,-0.10866161,-0.25592375,-0.02039560,0.00409817,-0.11530412,-0.00060697,-0.06923581,-0.33148840,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:08.0,0,0
411,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.04184930,-0.05881007,-0.03640432,-0.10266461,-0.01954925,0.02029383,-0.11105041,0.00451410,-0.05034574,-0.44886753,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:08.0,0,0
412,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.05108267,-0.05972048,-0.04687538,-0.02975557,-0.02756629,0.02963561,-0.11572775,-0.00509447,-0.06835653,-0.49035302,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:08.0,0,0
413,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.16905430,-0.15103038,-0.16982116,-0.15160859,-0.06147790,-0.05607062,-0.14201280,-0.06578206,-0.12168927,-0.54965329,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:08.0,0,0
414,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.13013479,-0.07053918,-0.06316382,-0.08055795,0.00097610,0.02417580,-0.08390979,0.03767875,-0.06969800,-0.46095502,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:09.0,0,0
415,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.08160241,-0.06373908,-0.08100129,-0.21296048,0.03391204,0.01669069,-0.07306246,0.06285557,-0.06103389,-0.39474070,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:09.0,0,0
416,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.03557395,-0.06834135,-0.12970294,-0.29024646,0.00609082,-0.00735778,-0.08950103,0.01471170,-0.11708983,-0.47866794,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:09.0,0,0
417,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.03750791,-0.05780765,-0.07807985,-0.16959187,-0.03138874,0.01032245,-0.11735898,0.00143907,-0.07964730,-0.52998269,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:09.0,0,0
418,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00950069,-0.05696611,-0.04590131,-0.12786868,-0.03462786,0.03444486,-0.12639314,0.00037660,-0.07168790,-0.57338357,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:09.0,0,0
419,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.10401748,-0.07685626,-0.04997273,-0.09611607,0.01114112,0.03128088,-0.09278197,0.03866866,-0.07900913,-0.57182848,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:10.0,0,0
420,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.18424304,-0.15250979,-0.10848849,-0.18335915,0.00135894,-0.01716889,-0.10069697,0.03241080,-0.10114996,-0.58618802,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:10.0,0,0
421,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.04799783,-0.07065703,-0.07114164,-0.21946470,0.02599055,0.02061632,-0.07872409,0.06009862,-0.07403471,-0.52828878,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:10.0,0,0
422,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.01647032,-0.04814655,-0.07324605,-0.26240650,0.02039272,0.02316263,-0.08281799,0.04814694,-0.05931538,-0.37357700,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:10.0,0,0
423,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.06783173,-0.08885932,-0.14618611,-0.28319949,-0.03530688,-0.02860378,-0.12005854,-0.04082233,-0.12411396,-0.56053036,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:10.0,0,0
424,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.06211255,-0.06471724,-0.05088503,-0.18980268,-0.00437591,0.03081718,-0.12257375,0.01778952,-0.06794267,-0.63533187,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:11.0,0,0
425,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.03115788,-0.05605473,-0.00559927,-0.07890800,0.00369714,0.05917211,-0.08422457,0.02837075,-0.06030050,-0.73201466,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:11.0,0,0
426,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00819295,-0.06451984,-0.02027377,-0.11804232,0.02281515,0.04581207,-0.07563250,0.03905934,-0.05552845,-0.67619652,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:11.0,0,0
427,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.04845603,-0.09482449,-0.04840214,-0.20912975,0.01332218,0.03116771,-0.07648810,0.02693887,-0.06428576,-0.57442689,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:11.0,0,0
428,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.15915950,-0.04169952,-0.04701977,-0.27581254,0.02160743,0.03437863,-0.07629065,0.03089373,-0.04589342,-0.39051253,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:11.0,0,0
429,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.27119151,-0.01687976,-0.01177923,-0.26114053,0.02481030,0.05131792,-0.07739500,0.02508720,-0.03521702,-0.41628107,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:37:12.0,0,0
